sent_id	translation_JDD	DIFF
OviTrist-CLL-0192	Enquanto falo e ao mesmo tempo temo e desejo ser empurrado, com que enorme violência uma onda fustigou o flanco da nau.	
OviTrist-CLL-0193	Poupai-me vós, o divindades do azulado mar, poupai-me, e que seja suficiente Júpiter ser hostil a mim.	
OviTrist-CLL-0194	Vós, livrai este espírito cansado da cruel morte, se é que quem morreu não pode morrer.	
OviTrist-CLL-0195	Ó tu, que devo sempre recordar antes de quaisquer outros companheiros, e a quem principalmente a minha sorte pareceu sua; tu, que primeiro te atreveste, lembro-me bem, caríssimo, a me apoiar com tuas palavras, quando eu estava aturdido; tu, que me deste o doce conselho de viver, quando em meu peito infeliz havia o desejo de morte.""""""	
OviTrist-CLL-0196	Sabes bem a quem falo, pelos sinais postos em lugar de teu nome, nem te engana, amigo, a tua dedicação.	
OviTrist-CLL-0197	Estas coisas estarão sempre gravadas no fundo de minhas entranhas, e serei um eterno devedor de minha alma:	
OviTrist-CLL-0198	este espírito deverá evaporar-se nas auras vazias e abandorá meus ossos na tépida pira antes de chegar ao meu ânimo o esquecimento de teus favores e desaparecer nesse dia uma longa afeição.	*
OviTrist-CLL-0199	Que os deuses te sejam propícios e te concedam uma sorte que não necessite da ajuda de ninguém e seja diferente da minha.	
OviTrist-CLL-0200	Se, contudo, esta nau fosse levada por vento amigo, talvez essa tua lealdade fosse ignorada.	
OviTrist-CLL-0201	Pirítoo não teria percebido que Teseu era tão seu amigo, se não tivesse ido vivo às águas infernais.	
OviTrist-CLL-0202	Tuas fúrias, desventurado Orestes, fizeram com que Foceu fosse exemplo de verdadeira afeição.	
OviTrist-CLL-0203	Se Euríalo não tivesse caído entre os inimigos rútulos, nenhuma seria a glória de Niso, filho de Hírtaco.	
OviTrist-CLL-0204	Naturalmente, assim como o fulvo ouro é posto à prova no fogo, assim a lealdade deve ser examinada num momento adverso.	*
OviTrist-CLL-0205	Enquanto a Fortuna é favorável e ri com o rosto sereno, tudo segue as riquezas intactas:	
OviTrist-CLL-0206	mas assim que troveja, fogem, e aquele que até há pouco estava rodeado por uma multidão de companheiros já não é conhecido de ninguém.	
OviTrist-CLL-0207	E estas coisas, outrora colhidas nos exemplos dos antepassados, agora me são conhecidas como verdadeiras  por meus próprios infortúnios.	
OviTrist-CLL-0208	De tantos me restais apenas dois ou três amigos: a turba restante o foi de minha fortuna, não minha.	
OviTrist-CLL-0209	Por isso socorrei-me mais em minhas adversidades, ó poucos amigos, e dai uma praia segura ao meu naufrágio, e não vos tremais demasiadamente com um falso medo, temendo que o deus seja ofendido por esta tua afeição.	
OviTrist-CLL-0210	Muitas vezes César louvou a lealdade mesmo nas armas adversárias, e nos seus ele a estima, no inimigo, ele aprova.	
OviTrist-CLL-0211	Minha causa é melhor, pois não favoreci as armas contrárias, mas mereci este exílio por minha ingenuidade.	
OviTrist-CLL-0212	Que veles, portanto, pela nossas desgraças, eu imploro, se de algum modo a ira da divindade pode ser diminuída.	
OviTrist-CLL-0213	Se alguém deseja saber todas as minhas desgraças, pede mais do que aquilo que o fato permite que seja feito.	
OviTrist-CLL-0214	Sofri tantos males quantos astros brilham no firmamento e quantas pequenas particulas tem o seco pó; sofri muitas coisas maiores do que é crível e, embora tenham ocorrido, não terão crédito garantido.""""""	
OviTrist-CLL-0215	Até mesmo convém que uma certa parte morra comigo, e eu queria que pudesse, disfarçando-a eu, ficar encoberta.	
OviTrist-CLL-0216	Se eu tivesse uma voz inabalável, um peito mais duro do que o bronze e muitas bocas com muitas línguas, mesmo assim não abarcaria tudo com palavras, com o assunto superando as minhas forças.	
OviTrist-CLL-0217	Em lugar do general de Nérito, descrevei os meus infortúnios, doutos poetas:	
OviTrist-CLL-0218	pois sofri muito mais infortúnios do que o nerítio.	
OviTrist-CLL-0219	Ele vagou durante muitos anos num curto espaço entre as casas de Dulíquio e as de Tróia:	
OviTrist-CLL-0220	a mim, que percorri mares distantes de constelações inteiras, a sorte me levou para os golfos dos getas e dos sármatas.	
OviTrist-CLL-0221	Ele teve uma tropa fiel e companheiros fiéis:	
OviTrist-CLL-0222	a mim, desterrado, meus companheiros me abandonaram.	
OviTrist-CLL-0223	Ele, alegre e vencedor, se dirigia para sua pátria: eu da pátria fugi, vencido e exilado.	
OviTrist-CLL-0224	E minha pátria não é Dulíquio ou Ítaca ou Samos, lugares dos quais estar distantes não é grande pena, mas aquela que das sete colinas observa o mundo inteiro, Roma, a sede do império e dos deuses.	
OviTrist-CLL-0225	Ele tinha um corpo forte e resistente às provações:	
OviTrist-CLL-0226	já eu tenho umas frágeis e modestas forças.	
OviTrist-CLL-0227	Ele tinha sido assiduamente exercitado nas armas cruéis:	
OviTrist-CLL-0228	eu fui acostumado nos delicados estudos.	
OviTrist-CLL-0229	Um deus me oprimiu, sem que ninguém aliviasse os meus males:	
OviTrist-CLL-0230	a ele lhe prestava ajuda a deusa guerreira.	
OviTrist-CLL-0231	E embora seja inferior a Júpiter aquele que reina nas ondas encapeladas, a ele persegue a ira de Netuno, a mim, a de Júpiter.	
OviTrist-CLL-0232	Acrescente o fato de que a maior parte de suas provações são inventadas, nos meus infortúnios não se supõe nenhuma lenda.	
OviTrist-CLL-0233	Por fim, ele, contudo, atingiu os Penates buscados, e alcançou os campos que por tanto tempo desejou:	
OviTrist-CLL-0234	já eu tenho de ficar eternamente privado da terra pátria, se a ira do deus ofendido não se tornar mais branda.	
OviTrist-CLL-0235	Nem Lide foi tão querida do poeta de Claros, nem Bátide foi tão amada pelo seu de Cos, como tu estás gravada em meu peito, esposa, digna de um marido não melhor, menos desgraçado.	
OviTrist-CLL-0236	Minha ruína foi sustentada por ti como uma viga posta embaixo:	
OviTrist-CLL-0237	Se ainda eu sou alguma coisa, é tudo graças a ti.	
OviTrist-CLL-0238	Tu fazes que eu não seja o butim nem seja despojado por aqueles que desejaram as tábuas de meu naufrágio.	
OviTrist-CLL-0239	E assim como o lobo rapace, com a fome o estimulando e desejoso de sangue, tenta assaltar o ovil sem guarda ou como o abutre voraz olha ao redor se pode divisar algum corpo não sepultado, assim também não sei que sujeito desleal viria, em minha adversidade, na direção dos meus bens, se permitisses.	
OviTrist-CLL-0240	Tua virtude o repeliu por intervenção de corajosos amigos, aos quais nenhum agradecimento digno pode ser dado.	
OviTrist-CLL-0241	Portanto, és aprovada por uma testemunha tão verdadeira quanto infeliz, se é que uma testemunha assim tem algum peso.	
OviTrist-CLL-0242	Nem a esposa de Heitor é superior à tua probidade, ou Laodâmia, que acompanhou o marido em sua morte.	
OviTrist-CLL-0243	Tu, se tivesses tido a sorte de ter por vate o Meônio, a fama de Penélope estaria depois da tua:	
OviTrist-CLL-0244	quer porque deves isto a ti própria, tendo-te tornada virtuosa sem nenhum mestre, visto que teus costumes te foram dados em teu nascimento, quer porque uma augusta mulher, venerada por ti durante todos os anos, te ensina a ser um exemplo de boa esposa, e te fez semelhante a ela, pela longa convivência, se é lícito tornar coisas grandes semelhantes às pequenas.	
OviTrist-CLL-0245	Ai de mim, pois meus poemas não têm grandes forças e minhas palavras são menores que teus merecimentos! Se antes houve em mim alguma energia cheia de vida, tudo desapareceu aniquilado por meus longos infortúnios!	
OviTrist-CLL-0246	Como a primeira, tu ocuparias um lugar entre as virtuosas heroínas, como a primeira, serias admirada pelos predicados de teu espírito	
OviTrist-CLL-0247	Contudo, valham o que valerem os meus elogios, viverás para sempre nos meus versos.	
OviTrist-CLL-0248	Se tens em imagem um rosto igual ao meu, tira de meus cabelos a hera, coroa de Baco.	
OviTrist-CLL-0249	Esses símbolos felizes ficam bem em poetas ditosos:	
OviTrist-CLL-0250	a coroa não é própria para as minhas têmporas.	
OviTrist-CLL-0251	Disfarça que isto é dito para ti, no entanto sente que é, ó meu melhor amigo, que me trazes de um lado para outro em teu dedo, e tendo engastado a minha imagem no ouro fulvo, vês, como podes, o rosto querido do exilado.	*
OviTrist-CLL-0252	E todas as vezes que o contemplas, te vem à mente talvez dizer “quão longe de nós está o companheiro Nasão!”	
OviTrist-CLL-0253	A tua afeição me é agradável, mas o meu melhor retrato são os poemas meus, que recomendo, estejam como estiverem, que leias, poemas que relatam as metamorfoses dos homens, obra que o infeliz desterro de seu autor interrompeu.	
OviTrist-CLL-0254	Estes, assim como muitos dos meus poemas, eu próprio, ao partir, pus triste com a minha própria mão no fogo.	
OviTrist-CLL-0255	E assim como se conta que a filha de Téstio queimou seu próprio filho sob a forma de um tição e foi melhor irmã do que mãe, assim também eu lancei à voraz fogueira esses inocentes livrinhos, minhas próprias entranhas que mereciam perecer comigo: ou porque eu tinha muito ódio às Musas, como causa de meus delitos, ou porque o poema ainda era incompleto e tosco.	
OviTrist-CLL-0256	Visto que estes versos não foram destruídos completamente, mas subsistem (penso que foram escritos em muitos exemplares), agora suplico que vivam e que esses meus laboriosos ócios deleitem quem lê e o façam lembrar de mim.	
OviTrist-CLL-0257	Eles, contudo, não poderão ser lidos pacientemente por alguém, se este não souber que lhes falta a última mão.	
OviTrist-CLL-0258	Tal obra foi arrancada do meio das bigornas e faltou aos meus escritos a última lima.	*
OviTrist-CLL-0259	E peço indulgência em vez de louvor: estarei suficientemente louvado, leitor, se não for desdenhado por ti.	
OviTrist-CLL-0260	Recebe também estes seis versos, se julgares que devam ser postos no fronstispício do livrinho:	
OviTrist-CLL-0261	“Quem quer que sejas tu que tocas estes volumes órfãos de seu pai, que lhe seja dado ao menos um lugar em vossa cidade.	
OviTrist-CLL-0262	E para que lhes tenhas mais indulgência, estes não foram editados pelo próprio autor, mas como que arrebatados dos funerais de seu senhor.	
OviTrist-CLL-0263	Portanto, todo e qualquer defeito que este rude poema tiver neles, eu teria corrigido, se me fosse permitido.”	
OviTrist-CLL-0264	Os profundos rios correrão para trás do mar para a nascente, e o Sol, dando a volta em seus cavalos, retrocederá:	
OviTrist-CLL-0265	a terra apresentará estrelas, o céu será sulcado pelo arado,  a onda dará chamas, e o fogo dará águas, tudo irá contra as leis de natureza, e nenhuma parte do mundo manterá seu caminho, já vai acontencer tudo que eu negava que podia acontecer, e não há nada em que não se deva acreditar.	
OviTrist-CLL-0266	Eu faço essas predições, porque fui enganado por aquele que eu pensava que traria ajuda ao infeliz de mim.	*
OviTrist-CLL-0267	Tão grande esquecimento de mim se apoderou de ti, seu falso, tão grande medo tiveste de te aproximar de um amigo abatido, que nem me dirigiste o olhar nem me consolaste, estando eu prostrado, seu insensível, nem acompanhaste o meu funeral?	
OviTrist-CLL-0268	Aquele nome sagrado e venerável da amizade jaz sob teus pés como uma coisa vil?	
OviTrist-CLL-0269	O que custava visitar um companheiro abatido por um enorme peso e o confortar um pouco com tuas conversas, e se, nas minhas desgraças, não derramar uma lágrima, falar, contudo, umas poucas palavras de dor fingida, e dizer ao menos “adeus”, o que fazem até os desconhecidos, e acompanhar a voz do povo e a lamentação pública,	*
OviTrist-CLL-0270	e finalmente contemplar, enquanto foi permitido, no último dia este rosto lúgubre que nunca mais havia de ser visto, e receber e devolver com voz parecida o “adeus” que havia de ser dito uma só vez e não mais pela vida toda?	
OviTrist-CLL-0271	Já outros, não unidos a mim por nenhum laço de amizade, o fizeram e deram suas lágrimas como sinal de seu ânimo.	
OviTrist-CLL-0272	O que seria, se eu não estivesse ligado a ti pela convivência e pro fortes motivos e pelo afeto de um longo tempo?	
OviTrist-CLL-0273	O que seria, se tu não tivesses conhecido tantas brincadeiras e tantas coisas sérias minhas e eu próprio não tivesse conhecido brincadeiras e coisas sérias tuas?	
OviTrist-CLL-0274	O que seria, se tão somente tivesses sido conhecido por mim em Roma, tantas vezes convidado em todo o tipo de lugar?	
OviTrist-CLL-0275	Por acaso tudo se dissipou contra os ventos marinhos?	
OviTrist-CLL-0276	Por acaso tudo, imerso nas águas do Letes, é levado por elas?	
OviTrist-CLL-0277	Não, eu não creio que tenhas sido gerado na plácida cidade de Quirino, cidade que já não deve ser percorrida por meus pés, mas nos rochedos que esta costa do sinistro Ponto tem, e nas selvagens montanhas da Cítia e da Sarmácia; não só tuas veias em torno do coração são de pedra, mas também teu duro peito tem sementes de ferro; e a ama que outrora te deu os peitos cheios para serem sugados por tua tenra boca era uma tigresa;""""""	
OviTrist-CLL-0278	ou julgarias os meus males menos indiferentes do que agora e não serias acusado por mim como réu da dureza.	
OviTrist-CLL-0279	Mas já que às desgraças do destino também se acrescenta isto, que os meus primeiros tempos fiquem incompletos, faz com que eu não me lembre desta falta e louve o teu mérito com a boca com que me queixo.	*
OviTrist-CLL-0280	Que te seja concedido alcançar sem dano o fim de tua vida, tu, que lês esta obra não como um inimigo meu.	
OviTrist-CLL-0281	E tomara que possam valer em favor de ti os meus votos, que, em meu favor, não comoveram os deuses inclementes!	
OviTrist-CLL-0282	Enquanto fores favorecido pela sorte, contarás muitos amigos:	
OviTrist-CLL-0283	se os tempos forem sobrios, ficarás só.	
OviTrist-CLL-0284	Vês como as pombas vêm para os brancos tetos, uma torre enegrecida não recebe nenhumas aves.	
OviTrist-CLL-0285	As formigas não se dirigem nunca para celeiros vazios:	
OviTrist-CLL-0286	nenhum amigo irá em direção a fortunas perdidas.	
OviTrist-CLL-0287	Assim como a sombra é companheira dos que vão sob os raios do sol e, quando este se esconde coberto pelas nuvens, ela some, assim também o povo inconstante segue as luzes da Fortuna: e se afasta, logo que estas são cobertas pela noite interposta.	
OviTrist-CLL-0288	Rogo que estas coisas possam parecer sempre falsas para ti:	
OviTrist-CLL-0289	no meu caso, todavia, devem ser reconhecidas como verdadeiras.	
OviTrist-CLL-0290	Enquanto estive de pé, minha casa, por certo conhecida, mas não suntuosa, tinha o quanto fosse suficiente de amigos.	
OviTrist-CLL-0291	Mas logo que foi abalada, todos temeram a ruína e deram as costas cautelosas em fuga geral.	
OviTrist-CLL-0292	E não me surpreendo se temem os cruéis raios, com cujo fogo costuma ser queimado tudo que está próximo.	
